acc_x,acc_y,acc_z
2.284,1.545,0.315
-2.368,-1.129,1.789
1.255,1.763,1.091
-0.253,-1.03,1.537
0.587,0.66,0.855
0.69,-0.776,0.652
0.216,0.603,1.992
0.868,-0.37,0.016
0.134,0.319,0.435
-0.381,-0.965,0.469
1.04,0.238,0.603
0.081,-0.294,0.575
0.536,-0.804,0.267
3.574,0.027,-0.525
-2.029,0.101,-0.289
-0.463,0.852,0.246
0.13,0.097,0.752
-0.351,-0.033,-0.115
-0.443,0.371,-0.228
0.173,0.495,-0.876
-0.597,-0.114,-0.335
-0.416,0.105,0.246
0.113,-0.017,-0.242
-0.778,0.302,-0.634
-0.51,1.037,-0.874
-0.382,0.589,-0.789
-0.212,-0.363,-0.928
1.493,-0.888,-1.254
0.368,0.924,-0.912
-0.596,0.897,-0.828
-6.072,5.78,2.868
4.457,-0.312,-1.926
-0.276,1.729,-0.995
-0.059,0.862,-0.354
0.77,0.928,0.039
0.538,0.594,1.68
-0.395,0.474,1.02
0.001,-0.329,2.089
-0.13,-0.411,1.96
-0.148,-1.712,1.885
-0.362,-2.863,3.245
0.884,-0.535,5.555
1.141,1.582,7.621
4.918,4.249,8.406
7.035,5.032,4.574
8.247,2.745,15.194
-3.71,23.307,14.934
18.498,22.802,-1.09
-1.793,17.547,-3.213
-9.589,10.872,-10.855
-7.864,3.562,-3.381
-2.103,2.576,-2.689
-1.094,1.12,-0.638
0.016,1.024,0.55
0.607,0.299,0.506
-0.47,0.7,0.085
-0.208,0.511,0.561
0.141,0.949,0.683
-0.107,-0.281,0.428
0.063,0.607,0.732
-0.38,0.276,0.104
-0.316,0.223,0.023
-0.103,0.431,-0.184
0.021,0.55,0.347
-0.853,0.447,-0.022
-0.679,0.462,-0.045
-0.277,0.854,0
-1.332,1.293,0.077
-1.58,0.091,-0.249
-0.928,2.338,-0.68
-0.183,0.839,-0.547
-2.134,0.036,0.951
1.856,1.373,-0.231
0.352,0.209,0.466
-0.359,1.561,1.235
0.163,0.44,0.245
0.163,0.895,1.282
1.645,0.138,1.373
0.608,-0.076,1.1
0.083,1.121,1.392
0.137,-0.341,0.243
-0.319,0.659,1.793
0.344,0.317,1.046
-0.151,0.498,1.048
1.144,-0.396,0.568
-0.522,-0.38,0.585
1.705,-0.519,-0.442
0.682,0.643,-0.185
-0.332,-0.814,0.442
0.92,0.206,-0.708
-0.663,0.544,-0.714
0.675,0.46,-0.842
0.759,0.188,-0.049
-1.033,-0.005,-0.028
-0.389,0.322,-0.244
-0.972,0.512,-0.239
-0.602,-0.025,-0.501
0.042,0.521,0.382
-0.69,-0.042,-0.2
2.079,0.816,0.593
-1.846,-0.556,-1.062
0.099,-0.376,-0.729
-0.317,0.568,-0.028
-0.347,0.143,0.132
-0.021,-0.027,-0.143
0.273,-0.084,-0.082
-0.497,0.218,0.122
0.123,0.082,0.022
-0.122,0.172,-0.246
-0.572,0.229,0.489
0.023,0.547,-0.858
-0.86,-0.307,0.37
1.318,-0.312,-0.006
-0.65,0.16,0.154
-0.513,-0.069,0.042
-0.391,-0.097,0.236
0.182,0.279,-0.073
-0.013,-0.208,-0.129
-0.141,0.131,0.105
-0.107,-0.041,-0.224
0.31,0.112,0.015
-0.561,0.09,0.132
0.411,-0.054,-0.099
-0.092,-0.072,-0.122
-0.039,0.255,0.325
1.939,-0.843,-1.789
-0.817,0.317,0.126
