acc_x,acc_y,acc_z
-0.097,-0.333,-0.108
-0.827,-0.143,-0.14
0.221,-0.013,-0.079
0.259,-0.044,-0.164
0.61,0.289,-0.176
0.672,0.098,-0.155
0.444,-0.071,0.344
-0.466,0.394,0.725
-1.599,0.74,1.872
-2.372,2.131,6.061
7.097,2.883,10.929
42.82,-27.874,17.673
-49.452,27.453,5.218
-12.862,36.707,-9.382
10,19.825,-17.018
2.085,3.256,-12.137
0.808,3.604,-10.969
-1.45,2.46,-3.138
1.005,2.005,-1.316
-0.193,1.734,3.196
2.503,0.206,4.937
2.835,-1.766,5.302
1.323,-2.115,4.926
2.255,-1.11,3.645
-0.052,-0.906,3.423
0.51,-0.965,1.772
-0.736,-0.623,1.836
0.221,-0.01,0.176
-0.498,-0.152,0.513
-0.045,0.074,-0.013
-0.678,0.429,0.037
-0.064,0.081,-0.538
0.452,-0.278,-0.044
0.087,-0.07,0.24
0.047,-0.224,-0.069
0.966,-0.37,0.049
-0.177,0.231,0.157
0.421,0.157,0.057
0.006,0.152,-0.403
0.132,0,-0.371
-0.092,0.204,-0.318
-0.074,0.085,-0.012
0.555,0.681,0.464
0.031,-0.054,-0.064
0.145,-0.008,-0.206
0.044,0.019,-0.084
-0.115,0.09,-0.017
0.039,-0.047,-0.042
0.177,-0.061,-0.086
-0.057,0.092,-0.068
0.287,0.046,0.156
0.089,0.177,0.17
0.281,0.022,0.24
0.136,0.018,0.202
0.176,0.179,-0.136
0.036,0.477,-0.52
-0.172,0.536,-0.948
-0.131,0.344,-1.431
0.259,-0.554,-0.199
-1.92,-0.511,1.861
0.06,-0.538,0.733
0.725,-1.238,0.677
-1.002,-0.201,0.832
-0.055,-0.459,0.452
-0.765,-0.197,0.408
-0.333,-0.442,-0.036
-0.724,0.474,-0.175
-0.631,-0.514,-0.095
-0.455,-0.474,0.386
0.43,0.097,-0.124
0.777,0.016,0.412
0.158,0.44,-0.25
-0.821,0.965,1.304
-1.708,4.235,3.873
1.266,0.881,11.947
32.393,-18.284,16.199
-17.368,58.402,-38.127
-2.589,62.709,12.145
3.777,14.612,-15.467
1.055,7.493,-13.786
0.931,2.821,-12.853
-0.446,3.807,-8.19
-0.922,3.743,-2.644
0.471,2.495,-0.322
0.883,2.198,4.131
1.648,0.163,3.972
3.928,-1.48,6.283
1.45,-0.708,5.552
0.667,-0.848,3.751
0.635,-0.816,3.191
-0.46,-0.226,2.499
0.277,0.346,0.339
-1.192,-0.14,0.939
0.135,-0.127,0.119
-0.413,0.21,-0.2
-0.216,0.208,0.504
-0.161,0.075,-0.309
-0.358,0.336,-0.216
-0.437,0.006,-0.305
0.068,-0.443,-0.691
0.193,0.176,-0.105
0.152,0.025,-0.419
-0.104,0.013,0.407
0.282,0.074,-0.003
-0.461,-0.269,-0.218
-0.07,0.577,0.225
0.909,-0.878,-0.216
0.503,-0.483,-0.003
-0.484,0.33,0.545
-0.733,0.898,0.853
-0.973,0.496,-0.424
-0.726,0.136,0.542
-0.792,0.403,1.459
0.112,0.626,1.566
0.256,0.745,1.949
0.94,0.935,0.375
1.26,1.478,-0.615
1.997,1.327,-1.434
1.721,1.285,-2.287
2.286,0.702,-2.1
2.298,0.358,-2.215
0.372,0.028,-1.27
1.266,0.329,-1.852
0.237,-0.26,-0.532
-1.258,0.764,0.502
-3.012,1.144,1.849
-3.784,1.59,1.703
-1.752,-0.538,4.532
2.3,-2.609,2.649
1.166,-0.355,0.121
2.774,-0.095,-0.979
-0.117,0.318,-0.553
0.528,-0.26,-0.175
0.031,-2.014,-1.052
-0.401,-0.369,-0.947
-3.384,1.097,0.96
-2.163,1.34,-0.151
1.014,0.843,-0.734
1.999,0.248,-1.515
2.999,0.626,-0.946
0.782,0.357,-0.337
-0.919,-0.381,-0.013
-0.826,-1.504,0.721
-0.154,-2.975,2.378
1.369,-1.872,0.97
-0.671,-0.601,0.306
-0.377,-0.321,1.124
0.484,-0.709,0.43
-1.156,-0.161,0.292
-0.558,0.197,0.498
-0.327,-0.551,0.3
-0.091,-0.189,0.885
0.694,0.019,0.734
-0.084,-0.601,0.176
-0.528,-1.005,0.755
-0.595,-0.274,-0.223
-1.359,1.388,1.401
-1.99,3.974,1.35
-1.762,2.67,3.535
2.727,-1.788,8.163
22.535,-11.202,7.718
37.863,45.297,28.857
-24.73,-12.142,14.593
-16.849,-2.629,6.142
-4.667,11.366,-17.545
5.149,2.279,-12.755
-2.044,1.93,-9.268
-1.403,4.992,-1.722
-0.938,2.643,2.158
0.539,1.493,3.502
3.584,0.239,5.906
1.432,-2.429,6.022
4.564,-1.941,5.92
2.525,-1.875,2.469
0.512,-1.426,3.166
1.201,-0.592,0.418
-0.664,0.2,1.178
-0.335,0.294,0.344
-0.681,0.164,0.077
-0.511,0.165,-0.303
-0.262,0.369,-0.199
-0.406,-0.119,-0.297
0.198,0.064,-0.033
-0.308,0.09,-0.108
0.141,0.159,-0.157
-0.046,-0.104,-0.25
0.193,0.067,-0.037
0.21,0.016,-0.262
0.119,0.076,-0.185
0.16,-0.004,-0.144
0.001,-0.026,-0.039
0.123,0.073,-0.242
-0.246,0.348,-0.138
0.096,0.156,-0.008
0.442,-0.103,-0.006
0.119,0.132,-0.087
0.211,0.013,-0.141
0.033,0.101,-0.055
0.183,-0.116,-0.271
-0.359,0.104,-0.054
0.311,0.286,-0.643
0.276,0.795,0.626
-1.516,-0.759,-0.168
0.671,-0.696,1.061
0.198,-0.248,-0.313
0.188,0.521,-0.463
-0.963,0.91,-1.003
0.665,0.545,-0.897
-0.513,0.637,-1.051
-0.436,1.134,-0.435
0.392,-0.186,-0.035
-0.129,-0.511,0.673
0.533,-0.93,0.143
0.259,-0.821,0.152
-0.311,-0.813,0.78
-0.283,-0.974,0.261
-0.763,0.095,1.184
-0.543,-0.544,0.776
-1.461,-0.277,1.837
-1.512,3.073,0.161
-3.983,5.839,3.178
-1.123,2.871,9.792
25.462,-14.256,14.326
42.168,47.256,38.212
-5.863,-7.734,22.745
-29.949,-2.072,9.671
-0.968,16.746,-17.798
9.205,3.062,-15.897
-1.887,2.014,-10.229
-0.717,4.283,-5.61
-3.195,4.285,-0.275
-0.058,1.778,0.461
0.528,2.614,5.392
1.885,-0.532,6.224
0.621,-0.972,6.873
1.297,-1.496,6.391
-0.181,-2.336,5.009
-0.191,-0.5,3.537
0.62,-0.548,2.575
-3.841,-1.156,2.035
0.233,0.636,1.11
-2.228,1.315,0.443
0.429,0.24,-1.011
-0.578,0.29,-0.04
0.197,0.207,-0.353
-0.311,0.392,-0.244
0.201,0.242,-0.456
0.314,-0.52,0.186
-0.179,0.066,0.3
-0.147,0.047,0.301
0.467,-0.112,0.026
-0.52,-0.291,-0.088
0.13,0.33,0.065
-0.072,0.048,-0.369
0.03,0.435,-0.169
-0.126,0.674,-0.203
-0.823,0.201,-0.321
0.04,-0.136,0.312
-0.237,0.372,-0.054
0.98,-0.449,-0.103
0.612,-0.947,0.012
1.382,-0.922,-1.033
0.092,0.132,-1.212
-0.072,0.624,-1.463
0.092,0.963,-0.817
-0.646,0.581,-0.345
-0.387,0.215,-0.504
-0.507,0.242,0.349
-0.41,-0.359,-0.06
-0.818,-0.573,0.224
-1.163,0.121,0.88
-0.568,-0.269,1.426
-0.509,-1.162,0.48
-0.348,-0.734,0.925
-0.884,-0.426,1.078
-3.475,2.276,1.587
-7.696,4.507,3.064
2.77,2.693,14.837
33.037,-16.452,17.126
25.501,74.234,-6.747
-31.798,42.718,8.615
6.453,5.939,-9.12
-3.459,9.594,-13.861
6.034,1.75,-13.862
-2.05,3.636,-9.78
-1.24,4.259,-7.499
-3.447,4.99,-1.619
-0.21,5.507,1.661
0.652,1.54,5.709
3.591,0.086,6.665
4.723,-1.142,7.167
4.344,-0.855,6.841
2.537,-1.564,3.997
1.258,-1.117,4.255
0.588,-1.302,1.851
-0.296,-1.162,2.154
0.757,-1.294,0.467
-1.068,-1.106,0.276
0.56,0.318,0.55
0.142,-0.293,-0.42
1.726,-0.304,-1.004
0.548,1.056,-0.233
-0.073,-0.875,-0.353
-0.063,-0.736,-0.599
0.391,0.697,-0.47
0.243,0.476,-0.166
0.581,-0.059,-0.476
-0.53,0.13,0.13
0.791,-0.662,-0.332
-0.211,0.165,0.092
0.094,-0.575,-0.214
-0.295,0.082,-0.297
-0.4,0.39,-0.03
-0.187,0.013,0.063
-0.111,0.057,0.135
0.108,-0.356,0.1
0.065,-0.353,0.021
-0.109,0.046,0.16
0.278,0.097,0.097
-0.501,0.082,0.066
-0.098,-0.104,-0.051
0.105,-0.086,0.098
0.003,-0.109,-0.051
-0.163,-0.088,0.023
0.328,-0.266,0.024
0.104,-0.174,0.084
-0.365,-0.269,-0.096
-0.363,0.044,0.127
0.204,0.237,0.019
-0.229,0.236,0.213
0.497,0.13,0.102
0.133,0.058,0.175
0.591,0.366,0.029
0.259,0.15,-0.03
0.309,-0.094,-0.063
0.031,-0.227,-0.231
0.102,-0.245,-0.169
-0.048,-0.098,-0.127
0.081,0.122,0.087
-0.083,0.114,0.211
0.22,-0.009,0.114
0.017,0.044,0.137
0.106,-0.049,0.166
-0.087,0.189,0.029
0.023,0.01,-0.007
-0.219,0.078,0.017
0.091,0.035,-0.051
-0.018,0.037,-0.04
0.097,-0.008,-0.034
-0.058,0.027,-0.041
-0.087,-0.133,0.013
0.227,0.129,-0.077
-0.315,-0.025,0.019
-0.285,-0.008,0.046
0.133,0.038,-0.094
-0.144,0.01,-0.07
0.164,0.046,-0.014
0.044,-0.072,-0.053
-0.133,0.042,0.098
0.167,0.015,-0.088
-0.192,0.045,0.141
0.262,-0.011,-0.132
-0.771,0.305,0.116
0.067,-0.003,0.034
-0.33,-0.075,0.136
0.273,-0.042,0.002
0.203,-0.09,-0.016
-0.198,0.695,-0.905
0.657,-0.297,-0.135
